latency,FF,LUT,solution
408,2558,3732,sol_1_1_3_0_2_1_2_4_0_0_
668,4199,6077,sol_1_1_1_0_2_2_1_3_0_1_
210,2044,3012,sol_1_1_3_0_1_2_1_1_0_0_
102,2901,3986,sol_3_0_3_1_1_2_1_3_0_1_
497,2578,4081,sol_3_0_2_1_1_2_2_2_0_0_
493,2382,3587,sol_2_0_1_0_1_1_2_2_0_0_
210,2044,3012,sol_1_1_3_1_2_2_1_1_0_0_
306,2281,3448,sol_2_1_3_0_2_1_2_1_0_0_
428,2219,3375,sol_2_0_1_1_2_1_1_1_0_0_
267,2254,3426,sol_3_1_2_0_2_2_1_1_0_0_
102,2901,3986,sol_3_1_3_0_1_1_1_3_0_1_
708,4337,6484,sol_2_0_2_0_2_2_1_4_0_0_
315,3144,4426,sol_3_0_1_1_2_1_1_4_0_0_
104,2241,3248,sol_3_0_3_1_2_1_1_2_0_0_
767,5608,7872,sol_1_0_2_1_1_2_2_3_0_0_
49,2083,3085,sol_3_1_3_1_1_1_1_1_0_0_
356,1985,2988,sol_1_1_1_1_1_1_1_1_0_0_
410,2552,3721,sol_1_0_3_0_2_2_2_4_0_0_
340,2858,4074,sol_1_0_3_1_2_1_1_3_0_0_
346,2721,4119,sol_3_0_3_0_2_1_2_4_0_0_
343,2512,4051,sol_3_0_3_0_2_1_2_2_0_0_
614,2571,4022,sol_2_1_2_1_1_2_1_2_0_0_
429,3220,4648,sol_2_0_3_1_2_2_1_4_0_0_
49,2083,3085,sol_3_0_3_0_2_1_2_1_0_0_
115,2355,3307,sol_3_1_3_1_2_2_1_3_0_0_
342,3141,4733,sol_3_1_3_1_2_1_2_3_0_1_
432,5273,6939,sol_1_1_1_1_2_1_2_3_0_1_
588,3125,4691,sol_2_0_2_1_2_2_1_2_0_1_
341,3037,4694,sol_3_0_3_0_2_2_2_2_0_1_
427,3777,5344,sol_2_0_3_0_2_1_1_4_0_1_
712,5057,7715,sol_2_0_3_0_2_2_2_3_0_1_
499,3141,4770,sol_2_1_3_1_2_1_2_2_0_1_
343,2512,4051,sol_3_1_3_1_2_1_2_2_0_0_
842,4522,7025,sol_1_0_2_0_1_1_1_3_0_0_
767,5608,7872,sol_1_0_2_1_2_2_2_3_0_0_
714,4500,7020,sol_2_0_3_0_2_1_2_3_0_0_
405,2902,4341,sol_1_0_3_0_2_2_2_2_0_1_
126,2469,3371,sol_3_0_3_1_1_1_1_4_0_0_
518,3921,5570,sol_3_1_1_0_2_1_1_3_0_1_
343,2512,4051,sol_3_0_3_0_2_2_2_2_0_0_
250,2181,3187,sol_3_0_1_1_2_1_1_2_0_0_
890,4803,7641,sol_2_1_2_0_2_2_1_3_0_0_
618,3855,5670,sol_2_0_1_1_1_2_1_4_0_0_
259,3254,4455,sol_3_1_1_1_2_1_1_3_0_0_
428,2769,4052,sol_1_0_2_0_2_2_2_1_0_1_
212,2041,3001,sol_1_0_3_1_2_1_1_1_0_0_
450,2779,4093,sol_2_1_1_1_1_2_2_1_0_1_
670,3642,5389,sol_1_1_1_0_1_1_1_3_0_0_
712,5057,7715,sol_2_0_3_1_2_2_2_3_0_1_
890,4803,7641,sol_2_1_2_0_1_2_1_3_0_0_
515,2952,4315,sol_1_0_2_1_1_2_2_2_0_1_
348,2495,3666,sol_2_0_3_1_2_1_1_2_0_0_
592,4677,6728,sol_3_1_2_0_1_1_1_3_0_1_
406,3115,4411,sol_1_1_3_0_1_2_2_4_0_1_
407,2345,3644,sol_1_0_3_1_2_2_2_2_0_0_
315,3144,4426,sol_3_0_1_1_2_2_1_4_0_0_
646,4287,6247,sol_1_0_3_1_2_2_2_3_0_1_
344,2616,4081,sol_3_1_3_0_1_1_2_3_0_0_
518,2944,4342,sol_1_0_2_1_2_1_1_2_0_1_
287,2802,3855,sol_1_1_3_1_2_2_1_4_0_0_
212,2041,3001,sol_1_0_3_0_1_2_2_1_0_0_
548,2404,3753,sol_2_1_2_1_1_2_1_1_0_0_
289,2814,4152,sol_3_1_2_1_2_2_2_1_0_1_
520,2600,3675,sol_1_0_2_1_2_1_2_4_0_0_
49,2083,3085,sol_3_1_3_1_1_1_2_1_0_0_
126,2469,3371,sol_3_1_3_1_1_1_1_4_0_0_
612,3128,4719,sol_2_1_2_1_2_1_1_2_0_1_
408,3109,4400,sol_1_0_3_1_1_2_2_4_0_1_
767,5608,7872,sol_1_0_2_1_1_1_2_3_0_0_
565,4354,6359,sol_2_1_3_1_2_2_2_3_0_0_
47,2640,3790,sol_3_1_3_0_1_2_1_1_0_1_
370,3055,4391,sol_2_1_3_0_1_2_1_2_0_1_
344,2616,4081,sol_3_0_3_0_2_1_2_3_0_0_
280,2835,4139,sol_2_0_3_1_2_1_2_1_0_1_
419,2706,3830,sol_1_1_1_0_1_2_2_2_0_1_
708,4337,6484,sol_2_0_2_0_1_1_1_4_0_0_
267,2254,3426,sol_3_0_2_0_1_1_1_1_0_0_
833,6384,9391,sol_2_0_2_1_1_1_2_3_0_0_
712,5057,7715,sol_2_0_3_1_1_2_2_3_0_1_
836,5491,8091,sol_2_1_1_0_1_1_2_3_0_0_
126,2469,3371,sol_3_0_3_0_1_2_1_4_0_0_
91,2787,3927,sol_3_0_3_1_2_2_1_2_0_1_
428,2219,3375,sol_2_0_1_1_2_2_2_1_0_0_
370,3055,4391,sol_2_1_3_0_2_1_1_2_0_1_
113,3015,4036,sol_3_0_3_1_2_2_1_4_0_1_
452,2222,3403,sol_2_1_1_1_2_2_1_1_0_0_
422,2707,3849,sol_1_0_1_1_1_2_1_2_0_1_
346,2721,4119,sol_3_1_3_1_1_2_2_4_0_0_
356,2539,3666,sol_1_1_1_0_1_2_1_1_0_1_
708,4337,6484,sol_2_0_2_0_2_1_1_4_0_0_
452,2772,4081,sol_1_0_2_1_2_2_1_1_0_1_
404,3091,4397,sol_3_1_1_0_1_2_2_4_0_1_
515,4054,5576,sol_1_1_1_0_2_1_1_4_0_1_
494,3151,4343,sol_1_0_2_0_2_1_2_4_0_1_
766,4323,6376,sol_1_0_1_0_2_1_1_3_0_1_
401,2341,3657,sol_3_1_1_1_1_2_2_2_0_0_
276,2815,3957,sol_1_0_3_1_2_1_1_2_0_1_
518,2390,3664,sol_1_1_2_1_1_2_1_2_0_0_
452,2218,3410,sol_1_1_2_1_2_1_2_1_0_0_
494,2387,3635,sol_2_0_1_1_1_1_1_2_0_0_
518,2600,3693,sol_2_1_1_1_1_1_2_4_0_0_
420,2710,3868,sol_1_1_1_1_2_1_1_2_0_1_
682,4735,6665,sol_1_1_1_0_1_1_2_3_0_0_
409,4155,5828,sol_1_1_3_0_1_1_2_3_0_1_
499,3141,4770,sol_2_1_3_0_2_2_2_2_0_1_
276,2815,3957,sol_1_0_3_1_2_2_1_2_0_1_
500,2781,4141,sol_3_0_2_1_2_1_2_4_0_0_
590,5047,7019,sol_1_0_2_1_1_2_1_3_0_1_
454,2219,3383,sol_2_1_1_0_2_1_2_1_0_0_
246,3800,5130,sol_3_0_1_1_1_1_1_3_0_1_
358,2536,3647,sol_1_0_1_0_2_1_2_1_0_1_
831,6941,10088,sol_2_0_2_1_1_2_2_3_0_1_
588,3121,4690,sol_2_1_2_0_2_2_1_2_0_1_
344,2616,4081,sol_3_1_3_1_2_2_2_3_0_0_
346,2418,3603,sol_3_1_2_1_1_1_1_2_0_0_
500,2781,4141,sol_3_1_2_1_2_1_2_4_0_0_
498,3338,4837,sol_3_1_2_1_1_1_2_4_0_1_
614,2571,4022,sol_2_1_2_1_2_1_1_2_0_0_
768,3766,5688,sol_1_0_1_0_1_1_1_3_0_0_
392,4244,5898,sol_3_0_2_0_1_1_1_4_0_1_
265,2811,4123,sol_3_0_2_0_1_2_2_1_0_1_
564,3328,4680,sol_2_0_2_0_1_1_2_4_0_1_
492,3154,4362,sol_2_0_1_1_2_2_2_4_0_1_
126,2469,3371,sol_3_1_3_1_1_2_1_4_0_0_
115,2355,3307,sol_3_1_3_0_1_2_1_3_0_0_
530,5474,7453,sol_1_1_2_1_1_2_2_3_0_0_
246,3800,5130,sol_3_1_1_1_1_1_1_3_0_1_
430,2212,3362,sol_1_0_2_0_1_1_1_1_0_0_
398,4200,5871,sol_3_1_2_1_1_2_1_4_0_1_
126,2469,3371,sol_3_0_3_0_1_1_1_4_0_0_
405,2902,4341,sol_1_0_3_1_1_2_2_2_0_1_
422,2921,3891,sol_1_0_1_1_2_1_2_4_0_1_
498,2950,4386,sol_2_0_2_0_2_1_2_1_0_1_
682,6787,9435,sol_2_1_2_1_1_2_2_3_0_1_
428,2769,4052,sol_1_0_2_0_1_2_1_1_0_1_
343,2512,4051,sol_3_1_3_1_1_2_2_2_0_0_
1057,6174,10020,sol_2_0_2_0_2_1_2_3_0_0_
344,3246,4762,sol_3_0_3_1_1_1_2_4_0_1_
430,2212,3362,sol_1_0_2_0_2_2_2_1_0_0_
611,2578,3986,sol_2_1_2_1_1_2_2_2_0_0_
239,2724,3842,sol_3_0_1_0_1_2_1_2_0_1_
309,2957,4241,sol_3_0_2_0_2_1_1_2_0_1_
834,6048,8770,sol_2_1_1_0_2_1_2_3_0_1_
494,2597,3665,sol_2_0_1_1_1_1_2_4_0_0_
421,2149,3125,sol_1_1_1_0_2_2_2_2_0_0_
662,4709,6707,sol_1_0_2_0_2_2_1_4_0_1_
614,2780,4040,sol_2_1_2_1_2_2_2_4_0_0_
522,2953,4414,sol_2_1_2_0_1_1_2_1_0_1_
520,2589,3673,sol_2_1_1_0_1_1_2_4_0_0_
659,3757,5642,sol_3_1_1_0_2_1_2_3_0_0_
259,3254,4455,sol_3_0_1_1_1_2_1_3_0_0_
371,3552,4901,sol_1_0_3_1_2_2_1_4_0_1_
476,2775,4112,sol_3_1_2_0_1_1_2_4_0_0_
836,5491,8091,sol_2_1_1_0_2_1_2_3_0_0_
518,2390,3664,sol_1_1_2_1_2_1_1_2_0_0_
358,1982,2968,sol_1_1_1_0_2_2_2_1_0_0_
542,4483,6563,sol_2_1_1_1_1_1_1_3_0_1_
528,6031,8034,sol_1_1_2_1_2_1_2_3_0_1_
424,2364,3186,sol_1_0_1_1_1_2_2_4_0_0_
422,2916,3890,sol_1_1_1_0_2_2_2_4_0_1_
246,3800,5130,sol_3_0_1_1_2_1_1_3_0_1_
546,2961,4443,sol_2_1_2_1_1_2_2_1_0_1_
291,2257,3455,sol_3_0_2_1_1_1_2_1_0_0_
47,2640,3790,sol_3_0_3_1_2_2_1_1_0_1_
498,3338,4837,sol_3_0_2_1_2_2_2_4_0_1_
450,2775,4100,sol_1_1_2_1_2_2_2_1_0_1_
517,3497,5027,sol_1_1_1_0_2_2_1_4_0_0_
239,2724,3842,sol_3_0_1_0_2_2_1_2_0_1_
344,2616,4081,sol_3_0_3_1_1_2_2_3_0_0_
590,2777,4012,sol_2_0_2_1_1_2_2_4_0_0_
428,2215,3381,sol_1_1_2_0_1_1_2_1_0_0_
530,5474,7453,sol_1_1_2_1_2_2_2_3_0_0_
452,2772,4081,sol_1_0_2_1_1_2_2_1_0_1_
212,2041,3001,sol_1_0_3_0_2_2_2_1_0_0_
605,4131,6057,sol_3_0_2_0_1_2_1_3_0_0_
411,3738,5285,sol_3_0_1_1_1_1_2_3_0_0_
516,2947,4360,sol_2_1_1_1_2_1_1_2_0_1_
340,2858,4074,sol_1_0_3_1_2_2_1_3_0_0_
524,2401,3725,sol_2_0_2_1_2_1_1_1_0_0_
338,3415,4779,sol_1_0_3_1_1_2_1_3_0_1_
485,4284,5970,sol_1_0_1_1_1_2_1_3_0_1_
520,2387,3645,sol_1_0_2_1_2_2_1_2_0_0_
710,4807,7030,sol_2_1_2_0_1_1_1_4_0_1_
91,2787,3927,sol_3_1_3_0_2_2_1_2_0_1_
585,3132,4654,sol_2_1_2_0_1_2_2_2_0_1_
208,2601,3711,sol_1_1_3_0_1_2_1_1_0_1_
346,3052,4363,sol_2_0_3_1_2_1_1_2_0_1_
605,4131,6057,sol_3_0_2_0_2_2_1_3_0_0_
280,2835,4139,sol_2_0_3_0_2_1_2_1_0_1_
289,2814,4152,sol_3_1_2_1_1_1_2_1_0_1_
398,3624,5403,sol_2_1_3_0_2_1_1_3_0_1_
398,4200,5871,sol_3_0_2_1_2_1_1_4_0_1_
524,2396,3724,sol_2_1_2_0_2_1_2_1_0_0_
507,4496,6404,sol_3_0_2_1_2_1_2_3_0_0_
104,2241,3248,sol_3_1_3_0_2_1_1_2_0_0_
426,2772,4071,sol_1_1_2_0_2_1_2_1_0_1_
280,2835,4139,sol_2_0_3_1_2_2_1_1_0_1_
491,2949,4286,sol_1_0_2_0_2_2_2_2_0_1_
710,4807,7030,sol_2_1_2_0_2_2_1_4_0_1_
396,3307,5028,sol_2_0_3_1_1_1_1_3_0_0_
102,2901,3986,sol_3_0_3_1_1_1_1_3_0_1_
346,2721,4119,sol_3_1_3_1_2_2_2_4_0_0_
908,6292,9484,sol_2_1_2_0_2_2_2_3_0_0_
342,4533,6146,sol_3_0_2_1_1_1_1_3_0_1_
282,2278,3432,sol_2_0_3_0_1_2_2_1_0_0_
609,3135,4683,sol_2_1_2_1_1_1_2_2_0_1_
712,4250,6333,sol_2_1_2_0_2_2_1_4_0_0_
754,5536,8136,sol_1_1_2_0_2_1_2_3_0_0_
507,4496,6404,sol_3_1_2_1_1_1_2_3_0_0_
478,3342,4810,sol_2_0_3_1_2_1_2_4_0_1_
338,3415,4779,sol_1_0_3_0_2_1_1_3_0_1_
115,2355,3307,sol_3_1_3_1_2_1_1_3_0_0_
494,2937,4313,sol_1_0_2_0_2_1_1_2_0_1_
392,4244,5898,sol_3_1_2_0_1_1_1_4_0_1_
346,2721,4119,sol_3_0_3_1_2_1_2_4_0_0_
356,2539,3666,sol_1_1_1_0_2_1_2_1_0_1_
495,3135,4786,sol_3_1_2_1_2_1_2_2_0_1_
291,2257,3455,sol_3_1_2_1_1_1_1_1_0_0_
501,2584,4065,sol_2_1_3_0_2_2_2_2_0_0_
430,2212,3362,sol_1_0_2_0_1_2_2_1_0_0_
613,4223,5968,sol_1_0_1_0_1_2_1_4_0_1_
518,2944,4340,sol_2_1_1_0_1_2_1_2_0_1_
373,2995,4205,sol_1_0_3_1_2_2_1_4_0_0_
49,2083,3085,sol_3_1_3_1_1_2_2_1_0_0_
670,4178,6007,sol_1_0_2_1_1_2_1_4_0_0_
250,2181,3187,sol_3_1_1_1_2_1_1_2_0_0_
419,2715,3831,sol_1_0_1_1_2_1_2_2_0_1_
343,2512,4051,sol_3_1_3_0_1_2_2_2_0_0_
47,2640,3790,sol_3_0_3_0_1_2_2_1_0_1_
289,2814,4152,sol_3_0_2_1_1_1_2_1_0_1_
358,1982,2968,sol_1_1_1_0_2_2_1_1_0_0_
592,4677,6728,sol_3_0_2_0_1_1_1_3_0_1_
344,3246,4762,sol_3_1_3_0_1_1_2_4_0_1_
265,2811,4123,sol_3_0_2_0_1_2_1_1_0_1_
396,3307,5028,sol_2_0_3_1_2_2_1_3_0_0_
426,2147,3124,sol_1_0_1_0_1_1_1_2_0_0_
398,4200,5871,sol_3_1_2_1_1_1_1_4_0_1_
341,3037,4694,sol_3_0_3_1_2_1_2_2_0_1_
278,2258,3260,sol_1_0_3_1_2_1_1_2_0_0_
622,3696,5528,sol_2_1_1_1_2_1_1_4_0_0_
254,2667,3823,sol_1_1_3_0_2_2_1_3_0_0_
212,2041,3001,sol_1_0_3_1_1_1_1_1_0_0_
471,3128,4757,sol_3_0_2_0_1_2_2_2_0_1_
892,5464,8637,sol_2_0_2_0_1_2_1_3_0_1_
659,3757,5642,sol_3_1_1_0_2_2_2_3_0_0_
208,2601,3711,sol_1_1_3_0_2_2_1_1_0_1_
400,3067,4706,sol_2_1_3_1_1_2_1_3_0_0_
343,2512,4051,sol_3_0_3_1_2_1_2_2_0_0_
210,2044,3012,sol_1_1_3_1_2_1_2_1_0_0_
343,2512,4051,sol_3_1_3_1_2_2_2_2_0_0_
518,2600,3693,sol_2_1_1_1_2_2_2_4_0_0_
820,4191,6723,sol_2_0_1_0_1_1_1_3_0_0_
611,2578,3986,sol_2_1_2_1_2_2_2_2_0_0_
405,3698,5223,sol_3_0_2_0_1_1_1_4_0_0_
212,2041,3001,sol_1_0_3_1_1_1_2_1_0_0_
737,5626,8192,sol_2_0_1_1_1_2_2_3_0_0_
531,3375,4899,sol_3_1_1_0_2_1_1_3_0_0_
358,1982,2969,sol_1_0_1_1_1_2_1_1_0_0_
480,2785,4123,sol_2_0_3_0_2_2_2_4_0_0_
642,5496,7894,sol_2_0_2_1_1_2_1_3_0_1_
524,2396,3724,sol_2_1_2_0_1_1_2_1_0_0_
818,4748,7402,sol_2_0_1_0_2_1_1_3_0_1_
434,3062,4509,sol_2_1_3_1_2_2_1_4_0_0_
432,3619,5214,sol_2_1_3_1_2_2_1_4_0_1_
744,4398,6546,sol_1_1_2_0_2_1_1_3_0_0_
276,2261,3279,sol_1_1_3_1_1_1_1_2_0_0_
491,2395,3608,sol_1_1_2_0_2_1_2_2_0_0_
252,3224,4528,sol_1_1_3_0_2_1_1_3_0_1_
476,2775,4112,sol_3_0_2_0_2_1_2_4_0_0_
566,2561,3965,sol_2_0_2_0_1_1_1_2_0_0_
405,2902,4341,sol_1_0_3_0_2_1_2_2_0_1_
360,1979,2949,sol_1_0_1_0_1_2_2_1_0_0_
422,2153,3163,sol_1_1_1_1_1_1_1_2_0_0_
195,2024,3004,sol_3_0_1_1_2_2_1_1_0_0_
346,3052,4363,sol_2_0_3_0_1_1_1_2_0_1_
210,2598,3700,sol_1_0_3_0_2_2_2_1_0_1_
409,4295,5990,sol_3_1_1_1_2_2_2_3_0_1_
754,5536,8136,sol_1_1_2_0_2_2_2_3_0_0_
195,2578,3682,sol_3_1_1_0_1_1_2_1_0_1_
344,3246,4762,sol_3_0_3_0_2_2_2_4_0_1_
766,4323,6376,sol_1_0_1_0_2_2_1_3_0_1_
401,2882,4342,sol_3_1_1_0_2_1_2_2_0_1_
474,3332,4808,sol_3_0_2_0_1_2_2_4_0_1_
657,4314,6338,sol_3_0_1_0_1_1_2_3_0_1_
892,5464,8637,sol_2_0_2_0_1_1_1_3_0_1_
454,2215,3391,sol_1_0_2_1_2_1_1_1_0_0_
518,2606,3694,sol_1_1_2_1_1_2_2_4_0_0_
403,2905,4352,sol_1_1_3_0_1_1_2_2_0_1_
392,4244,5898,sol_3_1_2_0_1_2_1_4_0_1_
985,5469,8617,sol_2_0_1_0_2_1_2_3_0_0_
404,3091,4397,sol_3_0_1_0_2_2_2_4_0_1_
814,4604,6960,sol_2_1_1_0_1_1_1_3_0_1_
252,3224,4528,sol_1_1_3_0_2_2_1_3_0_1_
616,4412,6318,sol_2_0_1_1_2_1_1_4_0_1_
450,2779,4093,sol_2_1_1_1_1_1_1_1_0_1_
252,2178,3167,sol_3_0_1_0_1_1_1_2_0_0_
410,2552,3721,sol_1_0_3_0_1_1_2_4_0_0_
278,2258,3260,sol_1_0_3_0_2_2_1_2_0_0_
493,2392,3589,sol_1_0_2_0_2_2_2_2_0_0_
820,4191,6723,sol_2_0_1_0_2_1_1_3_0_0_
287,2802,3855,sol_1_1_3_1_1_1_1_4_0_0_
480,2785,4123,sol_2_0_3_0_1_1_2_4_0_0_
104,2241,3248,sol_3_1_3_0_1_1_1_2_0_0_
502,3345,4826,sol_2_1_3_0_1_1_2_4_0_1_
515,2942,4312,sol_2_1_1_0_2_1_2_2_0_1_
434,3062,4509,sol_2_1_3_1_2_1_1_4_0_0_
358,1982,2968,sol_1_1_1_0_2_1_2_1_0_0_
49,2083,3085,sol_3_0_3_0_1_2_1_1_0_0_
520,2387,3643,sol_2_1_1_0_2_2_1_2_0_0_
585,3132,4654,sol_2_1_2_0_2_1_2_2_0_1_
494,3143,4342,sol_2_0_1_0_2_2_2_4_0_1_
426,2772,4071,sol_1_1_2_0_1_2_2_1_0_1_
113,3015,4036,sol_3_1_3_1_2_1_1_4_0_1_
208,2601,3711,sol_1_1_3_1_1_1_1_1_0_1_
833,6384,9391,sol_2_0_2_1_2_1_2_3_0_0_
409,4295,5990,sol_3_1_1_1_1_1_2_3_0_1_
531,3375,4899,sol_3_0_1_0_1_2_1_3_0_0_
491,2395,3608,sol_1_1_2_0_1_2_2_2_0_0_
126,2469,3371,sol_3_1_3_0_2_1_1_4_0_0_
765,6165,8561,sol_1_0_2_1_1_1_2_3_0_1_
659,3757,5642,sol_3_0_1_0_1_2_2_3_0_0_
210,2044,3012,sol_1_1_3_0_2_2_2_1_0_0_
485,4284,5970,sol_1_0_1_1_2_1_1_3_0_1_
195,2578,3682,sol_3_1_1_0_2_2_2_1_0_1_
289,2814,4152,sol_3_0_2_1_1_2_1_1_0_1_
267,2254,3426,sol_3_1_2_0_2_1_2_1_0_0_
195,2024,3004,sol_3_0_1_1_1_2_1_1_0_0_
356,2539,3667,sol_1_0_1_1_1_2_1_1_0_1_
501,2584,4065,sol_2_1_3_0_2_1_2_2_0_0_
765,6165,8561,sol_1_0_2_1_1_2_2_3_0_1_
648,3730,5551,sol_1_0_3_0_1_2_2_3_0_0_
208,2601,3711,sol_1_1_3_0_2_1_2_1_0_1_
342,3141,4733,sol_3_0_3_0_2_2_2_3_0_1_
502,3345,4826,sol_2_1_3_1_2_1_2_4_0_1_
280,2835,4139,sol_2_0_3_0_2_1_1_1_0_1_
408,3109,4400,sol_1_0_3_1_2_2_2_4_0_1_
252,3224,4528,sol_1_1_3_1_2_2_1_3_0_1_
274,2818,3976,sol_1_1_3_1_2_1_1_2_0_1_
471,3128,4757,sol_3_0_2_0_2_1_2_2_0_1_
333,2964,4270,sol_3_0_2_1_2_2_1_2_0_1_
403,2325,3637,sol_3_0_1_0_2_1_2_2_0_0_
515,2398,3637,sol_1_1_2_1_2_1_2_2_0_0_
542,4483,6563,sol_2_1_1_1_2_2_1_3_0_1_
452,2776,4073,sol_2_1_1_0_2_1_1_1_0_1_
712,5057,7715,sol_2_0_3_0_1_1_2_3_0_1_
504,2788,4139,sol_2_1_3_0_1_1_2_4_0_0_
422,2370,3205,sol_1_1_1_1_1_1_2_4_0_0_
520,2589,3673,sol_2_1_1_0_1_2_2_4_0_0_
422,2921,3891,sol_1_0_1_1_2_2_2_4_0_1_
360,1979,2949,sol_1_0_1_0_2_2_2_1_0_0_
394,3864,5733,sol_2_0_3_1_2_2_1_3_0_1_
500,2393,3696,sol_2_0_2_0_1_2_1_1_0_0_
450,2779,4093,sol_2_1_1_1_1_2_1_1_0_1_
104,2241,3248,sol_3_1_3_0_2_2_1_2_0_0_
371,3552,4901,sol_1_0_3_1_1_2_1_4_0_1_
572,3945,5699,sol_1_1_2_1_2_1_1_4_0_0_
729,5115,7820,sol_3_0_2_0_2_1_2_3_0_1_
518,2606,3694,sol_1_1_2_1_2_1_2_4_0_0_
737,5626,8192,sol_2_0_1_1_2_2_2_3_0_0_
729,5115,7820,sol_3_0_2_0_1_2_2_3_0_1_
356,2539,3667,sol_1_0_1_1_2_1_1_1_0_1_
452,2222,3403,sol_2_1_1_1_1_1_1_1_0_0_
315,3144,4426,sol_3_1_1_1_2_1_1_4_0_0_
422,2370,3205,sol_1_1_1_1_2_2_2_4_0_0_
492,2944,4332,sol_2_0_1_1_2_1_1_2_0_1_
682,4735,6665,sol_1_1_1_0_1_2_2_3_0_0_
401,2882,4342,sol_3_1_1_0_1_2_2_2_0_1_
